compound_id	LogS
616709000	-1.9594675236
674644939	0.8402733738
630079953	-3.7261483073
987699099	0.553426318
677753497	0.654418336
804030372	0.6286564425
176930446	-0.8308225768999999
474730844	-0.5754367043
872903508	-0.0945494336
948562632	-0.6586987459
740963883	0.4768431239
926133731	0.8326929954000001
722264584	0.3403663284
551782839	0.4252480461999999
513468659	-1.0618038915
361772910	-1.2475609958
902711612	0.5778808511
230410356	0.4376764540999999
572277664	0.5718478438
406117459	-0.0877655775
830116763	0.4736237943999999
424116959	-0.5248348408
151538356	-0.7223996879000001
547106610	-0.5608137387
790657104	-0.5036976261
687022043	0.990088732
195655402	0.7865480445999999
860461692	0.3819230911
405466222	0.6667009336999999
486532815	0.2879414183
909465626	0.4533910824
757227301	-0.5694147178
897819800	-0.4317085178
551870904	-0.3214680129
965154216	-0.2636316857
121425830	0.5569422141
627302291	-0.0721808988
213486124	-0.962426912
905606548	-0.3276124069
436252479	-0.0898430335
698900885	0.3454130072
458227396	-0.3155007402
304309724	-0.4052379668
354461301	0.7770765429000001
706086290	0.4688768793
103283012	-0.6856367901
453040272	-0.324555733
467440206	0.3276361318
724503867	0.5443381649
836185016	0.3621421768
973741612	-2.1616093611
981776547	1.6264407184
728450599	0.5024815492
655702014	0.4110563572999999
628686318	0.4385265234
232816445	-0.4042589172
960236576	-0.1590074228
149646915	-1.1819174748
625829822	-1.3735951622999998
431296587	-1.0507488092
587430177	-1.4172531143
209964508	-2.2180283184
238783257	-1.3352536727
850506051	-1.3575741458
688364258	-1.4876534031
238896264	-1.9878367861
128378457	-1.3272487005
119061531	-1.4535787311
139828478	-1.4887262913
679676793	-1.3676388693
162337437	-1.6225463588
672362201	-1.378146596
734932476	-1.4815528695
304331853	-1.4717570191
957598218	-1.6682980883
959104400	-1.3759670992
919780175	-1.4690382322
598543562	-1.4155738757
607633484	-1.6926402974
861521889	-1.5259868531
473652608	-1.5314234319
829012382	-1.641347932
913491153	-1.5081956214
488782784	-1.6240034803
495680835	-1.5915498548
629342459	0.3208872115
355824030	0.7115939977
694231573	0.3460227367
343058714	0.0940632128999999
433158239	-0.8846418846999999
318954250	-0.3461061519
389864517	-0.4507860761
274968737	-0.4607939818
660658980	-0.0992552152
843432942	-0.6843417048
159582848	-0.3120594734
959254503	0.5168038544
116701495	0.1665354510999999
606753515	0.1444215392
492504941	-1.29966008
867919370	-0.7035054304999999
956465140	-0.3279248515
667367939	0.2218764714
573673255	-2.7359260939
644229837	-0.5833809314
366502425	-0.3444506814
440769515	0.6922078268999999
102530171	0.2513647845
327024686	0.4571186188
379710087	0.4612188619
674551680	-0.8645162178
593988792	-0.9467714818
271313550	-1.0208150872
840500023	-0.4583389122
136005044	-0.372767961
690528206	0.3967110896
866123233	0.332748699
929320430	0.6123418909
113660981	0.7036319098
349698236	0.3975348561999999
529441024	0.8337672926999999
851174798	-0.706708916
403590654	-1.0469016509
894495804	-0.3559535751
550690882	1.0415240791
504843619	1.2977429939
428682055	-0.4949751746
803256327	0.1703103591
872304528	-1.019613944
518198466	-0.2667452841
654548413	0.5010006364
229813573	-0.7420620876999999
812663014	-0.9604187817
299520946	-1.0004895677
611599162	-0.9807588825
385367923	0.3662767625999999
713453263	0.4903065627
576491624	1.377095201
486337869	0.3558508036
694407308	0.2461592973999999
260045285	0.2166530911
160789259	-0.9408131942
530504527	-0.0021872624
375708127	-0.4601924093
258944366	0.3803001877
710606577	0.3919616292
598144674	0.8040134946999999
210970630	0.024802502
547994474	-0.4725815013
409612229	-0.5483114193999999
996799994	-0.5029538568
713419883	0.2728975009
889248684	0.6181158071
714064326	0.581124668
955009608	-0.2836980196999999
274534540	0.8380333836
969071726	-1.2223096235
723106990	-0.790860844
560090706	-0.4813817083
717977095	0.237458201
657842333	-1.6348405969
911555772	-1.5636654662
175568978	-1.4022004623
761431881	-2.2022038482
424798254	-1.5404977204
684601558	-1.7207775313
375292372	-1.5082784056999998
961756257	-1.8796973024
785766575	-1.7188473974
462578551	-1.5520409413
473523544	-1.417811305
389484492	-0.0042500518
854947031	-1.7953855716
165685753	-1.269901072
914495021	-1.7373354758
244927396	-1.5589830837
524432510	-2.3935953584
823324887	-1.4140004112
111051301	-2.4833879664
280264326	-1.7718215434
326390059	-1.4743213171
961283002	-1.6002483409
726415222	-1.4333383705
875498497	-1.3774493615
992515155	-1.5647364969
583685021	-1.7182484471
621241466	-1.5039654481
819157296	-1.8755690909
901548471	0.8380333836
156431661	-1.6367385713999998
912608008	0.1779035996
407563810	-0.4161044822999999
134892829	-0.5767319197
588509647	0.5257355357
776558084	0.3449927217
789764679	-0.3893149412
973046006	-0.4843358104999999
484960897	-0.7568844320999999
182016648	-0.5071845321
112130649	-0.5071845321
481568800	0.1271332296
550772550	0.4168921924
780788832	-0.1395608978999999
696456711	0.8422541039
483604980	0.1471983169
263156006	-0.6677809794
483129083	-0.6550553282
200373661	-0.2390039262
340089586	0.4399221153
452742630	-0.9492775868
257918723	-1.5763108556999998
673335498	-0.465572855
703917490	0.6777748798000001
844809051	0.230443278
942973584	-0.653770318
650620149	-0.7165256146
866576305	-0.6921365673000001
904460907	-0.461082427
771197038	-0.4250168953
364102954	0.1093959475
305780550	-0.6303809029
564199688	-0.0189230333
105375647	0.4201828890999999
585813785	-0.4145597239
794644130	0.4445107882999999
897731190	0.6895503556999999
516133046	-0.6552426764
905391585	0.2373207652
416306796	0.4563099285
920367174	-0.0501601163999999
633594373	0.2445359542
999297908	-0.3869456913
261507429	1.1562683245
771462494	-0.4244279852
163250456	-0.4244279852
219062702	-0.5272743845000001
178518804	-1.144796153
854686998	0.3975093207
122834304	-0.9664819924
216823574	0.7343267611
165637019	0.3427540765999999
249603303	0.3906698962
572346853	-0.022384851
177149977	-0.6667259261999999
328030948	-2.6735257097
251445056	0.5536775573
310682925	1.5657185919
246854950	-4.1599117564
319019961	0.6985937788
828532020	-0.242535631
742454324	-0.7362684615999999
199165472	-0.6201428843
879308997	-1.4592143997
549813711	-0.6879152253
420969093	-0.6877845281999999
143113633	-1.042005529
215132864	-0.5567928158
125631157	-1.6070025668
826869557	-1.6296186709
373391029	-1.7594101934
164446604	-1.6560932729
799563518	-1.7863659491
528381520	0.4043520428
851543926	-1.7209723549
456345440	-2.0686300615
152350497	-1.9005552518
727252019	-1.8210383613
651404727	-1.5375827569
413539689	-1.9953026194
699789324	-1.5811040628
245145173	-1.6383266335
402975754	-1.9051186702
415536891	-1.8526019693
881585486	-1.6422660516999998
163324103	-1.5592150485
601213950	-1.4858424644
507020812	-1.6756867087
494006663	-1.817914488
678083910	-1.9192347247
895311954	-1.6153792849000002
881265215	-1.7150988877000002
270393152	-1.8059055211
515301354	-1.5165927583
251088044	-1.598518701
545163845	-1.7421953353
116487883	-1.4680248268
386469103	-1.6210489706
791566936	-1.862006084
516583549	-1.7111123645
299535374	-1.6601758755
211350459	-2.1253109845
117624422	-1.628640918
248349674	-1.630817582
234437921	-2.0338377464
887695384	-1.4597341592
224408827	-0.3928398265
948782339	1.5363390032
678454313	-0.4592355493
559259294	-0.9011960035
190217319	0.0436038038999999
832309910	-0.5277513782
442459573	-0.7139217719
864781926	-0.5204744976
299967593	-0.3429717
478242656	-3.7327198893
420569179	-0.8149408723
219478107	-0.0969056512
348603218	-0.6924056004000001
530751713	0.9300687552
864972662	-0.5635618856
540410788	-0.8598205529
971243014	-0.6020131225
201169267	-0.954573972
967304941	-1.3025954999
719618544	0.0418928153
692690402	0.1271308568
687447967	-4.2045730411
177449278	0.5121363664999999
947060345	-0.062309467
627202095	1.3647745033
453244606	0.4107896597
428376135	-0.5908005839
983231786	-0.560826234
551885937	-1.2898086582
287644182	-1.2801897062
202719490	-0.6876597172
461964393	-0.4067085165999999
539285888	-0.6190130172999999
482244444	0.3921242805
894163461	0.9627399696
215327924	-0.415949942
206257417	-0.742461176
817699422	-0.7096904801
751153761	-0.3963934895
317581579	0.3286681761
886848040	-3.3274567494
511045851	0.1651478476
863923276	-0.2207961953999999
578127191	0.2243106848
572733163	0.371232292
809968061	-0.7447271456
990754408	-2.0040922179
358955906	-0.7048960629000001
999669398	-0.8961963145999999
890956882	0.255764198
262618589	0.0682018165
100158441	-0.5907814418999999
347319266	0.4145585536
284702255	-0.2541408245
124899613	0.0845613317
768878970	-0.662918503
369213535	-0.3148794359
605093602	-0.57344678
339222864	-0.724347118
776135287	-1.3288181975
288387967	0.0050162556
719718513	-0.4201864202
555337343	0.1085957051
682610561	-0.4066892685
974786123	-0.7538392019
810318081	-1.0114935501
888897244	-0.6670324644
221283185	-0.6872171371
460991040	0.0190211463
112907211	1.3522850438999998
967308517	-0.0337559002999999
715717582	0.0379554154
904027243	0.3717171259
577796542	0.1455471695
838017356	0.0702954323
134624560	0.2356352551
909766948	-1.1742318477
537853745	-1.6008155248
320711694	-1.076302279
504800073	-0.7575876082999999
167550101	-1.232035998
703472243	0.2683337666
378431648	0.1842562687
666258759	0.5693792548
944531584	-0.2918169735
932386990	-0.7664726234999999
741425176	0.2436628357999999
536289104	-0.8254112341
780241573	0.3753911904
509708212	-0.8122490226000001
296469852	-0.003669443
248708826	-0.0514554578
956099430	-0.8779041501
776011271	0.7589618218
561930172	-1.057125752
703667465	-0.7859239136
284263842	-0.6339227122
840901183	-0.7749656265
924943938	-1.3055373023
770657277	-0.5634276852000001
174874436	-1.4052404634
657152377	-2.5268154232
624180621	-1.619929844
666913986	-1.5871611222
566583003	-1.6731198028999998
358343552	-1.5499606595
508519714	-2.2216330999
786845968	-1.8422414993
934718993	-1.7997284582
672972198	-1.8501922609
459810687	-1.8096943587
810037518	-0.9229632085
910234533	-1.8635330455
946951870	-1.7061271762
497959552	-1.715687645
920456187	-1.9014771833
184270825	-1.805450609
416980897	-1.7725870938
826944433	-1.7990172934
629668813	-1.4463316859
573518691	-5.495255435900001
656661946	-1.5885809265000002
247881161	-1.7882436903
966224460	-1.9440451079
169571868	-5.4653701933
713581772	-1.7800351331
586304053	-1.7631595965
637156282	-1.8493554218
249146334	-2.4616735699000003
142404109	-2.0652647201
406119657	-1.7442328638
112204070	-1.88532188
179469147	-2.0063585886
808280813	-1.8262432451
304172411	-1.7237015325
709180731	-1.8337646505
143690358	-1.8029142358
467955774	-1.8440637235
295344342	-1.8552940397
127624893	-1.9185447839
221668391	-1.8588690394
575701575	-1.9900786823
701186178	-1.931164755
716659387	-1.9250852844
291950873	-1.7501244285
220199609	-1.8045937153
184416288	1.6302351258
461150333	1.7009159091
488894366	-2.2334403365
660639604	-1.8067597771
184415323	-1.86983286
969829801	-1.7894220529
285281140	-1.9142373478
672129453	-0.4603540840999999
121876465	0.0188462521
544075349	-0.5501699754
497723929	-0.8795540191
259102537	0.8629201268000001
268133834	0.1927727267
672120198	0.351057238
791964162	0.0846221527
903504158	-0.0473478928
963643725	-0.017921985
335518158	-0.6359046156
809519195	-1.5783823574
907576416	-0.64043406
579299370	-0.0578238563
896203282	-4.8795513261000005
459385811	0.4958194622
886648025	1.3237062702
556298200	-0.0168484647
897803960	0.0182921287
122120106	0.4120163187
244072580	0.3972950779
756045963	-0.1361989598
205803288	-1.3909846109
548559858	-0.8608353259999999
320896918	-2.1751395948
895811206	-1.0636822045
925067983	-0.8627210528
592208284	-1.1387882185
895933237	-1.0169828584
727341982	-0.8059235439
947723111	-0.8566651273999999
184588656	-0.2184130526
352680213	-0.2897617622
722519715	0.3524906593
920211950	0.0005376801
354747884	0.020110333
714995429	-0.6896460114
846319795	0.1212110943
668352508	0.068474963
633700958	-0.5639623965
795305240	-1.0458962962
833078988	-1.504668533
889586026	-1.1797979201
814474664	-1.0872511921
354937323	-0.5310304973
853246677	-0.9674738601
369531304	-0.9859492465
592532631	-0.7590012125
343725724	0.1021113643
157759228	0.3363395335
128608724	0.0830232388
906248281	-0.6230624777
707438757	-1.3016357757
900768369	-0.9360258625
465052612	-0.8891641024
493855629	-0.9139223167
862054072	-0.7858548038
394421533	-0.853333105
406861426	-0.1117125827999999
727837596	-0.3094338224
618720987	-0.3045102393
349004214	1.106488088
958326940	-0.2838814082999999
696212415	-1.1028619258
791323623	-0.8986939452
895226577	-0.864495868
100948796	-1.0034177306
695033797	-0.9387416733
507223507	-0.8539252345
268622536	-1.096509119
116623439	-0.7590833569
949390180	-0.1076498856
667792560	-0.3954232123
529198388	-0.1325447734
729577820	0.0439416783999999
893086300	-0.1912743698
849935200	0.2124315669
510553061	-0.3042087283
657714489	-1.2315456851
232551134	-0.0321269405
778741543	0.0384738201
488754266	-0.8876904267
163488590	-1.0269230581
519286077	-1.491314993
166623594	-1.3810309201
166329913	-1.4630694907
922166661	-1.4505613752000002
849466828	-0.8514795392
753196953	-0.9443240129
321056975	-1.0530702077
983027711	-0.7520299872
407726458	0.8661228867
392994141	1.2878896498
229718053	-0.5731459846
394222764	-0.5518943050999999
726143676	-0.384250204
543015823	-0.714875651
281736255	-0.0449315461
117374471	-1.1141554489
941521282	-1.2184148997
966347694	-1.8879601369
477693771	-1.0915320913
482255796	-1.0999943697
615293762	-1.2377892845
444342937	-0.8212312637000001
478767332	-1.082666634
718498288	-1.1831208545999998
889029871	-0.8004343948
675943333	0.049756882
617117827	-0.1448235929
705811225	-0.9094796777
145951863	-0.0465738269
717942356	0.9471841061
345965174	-0.9138010179
774778240	-0.903187957
915634484	-0.0752231636
574407761	-1.3401088604
883438766	-1.2665270421
479895779	-1.6785332004
378343124	-1.0235160951
216646289	-1.4186392601
603615030	-1.1412730253
318439295	-0.9037886388
499853731	-1.1812163945
340453454	-1.0004518583
805030972	-1.0930914177
608902578	-1.0613582209
165102436	-0.9508352475
828626606	-0.6984761494
951344754	0.1266596907
348158314	0.6074112618999999
642687974	0.188516266
733500311	-0.8900865081
463299009	1.0034883278
975442944	-0.4861495515
542905376	-0.1997551773
348357772	-0.0765411499
682076520	0.1165037469
126333018	0.6621234357
879111243	-1.0365979243
924564581	-0.9775501681
885579033	-1.0486616392
997126583	-1.0824421952
187246405	-1.0810922867
327606021	-1.3640293861
437018126	-0.8598992117
342234071	-1.1265180752
124822274	-1.2515054899
805100891	-0.1416667622
421515072	0.7452125491
807347192	0.7778715429
236773603	0.0901312493
652100066	0.6456305496
866629463	0.0054931194
924539066	-0.827397585
768862579	-0.5054187441
830628878	0.2335017655
142054989	0.4860173873
437547253	0.0167319924
448903152	-0.2324579511
424799958	1.0451691789
981594656	1.0549945152
375115867	1.0037817508
446835400	1.1302814392
244562929	0.9129678895
458776681	0.6774954055
611680211	0.9741986662
739275668	0.7028481462999999
873860039	0.8134589559000001
165214619	0.9823282162
850853797	0.9238549272
392712937	0.8234052513
813772389	0.8262602859999999
703256274	1.0941285967
563057168	1.0702644103
364001334	0.9351079333
461992928	1.1482586908
841834486	1.0751110617
637390900	1.1358509819
155386357	1.1300470117
786040521	1.0309150604
474746734	1.1071488253
170279234	0.9864676175
619965694	0.6570840829
713277648	0.7590091939
839354598	0.8411251015000001
323525113	1.0598721633
914271710	1.0083088579
577348717	1.1358509819
725901746	1.1361123296
530304624	1.3658352118
958333698	1.0451691789
162233177	1.0451691789
970790535	1.0035890328
754237525	1.2433943163
771253668	0.8964494062999999
860286274	1.3463919758
469739081	1.0172449791
263152395	0.9204425284
658635427	1.3365535082
376669866	0.9994921725
554821428	0.9823448956
126320499	0.9823448956
507365341	1.1300235759
114274772	1.1303048889
652594683	0.7319628929
844618388	-0.0867739927999999
119760073	0.4850619562
169528500	0.9430113455
519004142	-0.0868756938
920395717	-0.6173904015
917292473	-0.4249436743
104436414	-1.2051065795
634715481	-1.5924060415
774483088	-1.4489346424
813272220	-0.9795636765
500820141	-1.1766034244
889154769	-0.9826601144
770243316	-1.0258013338
555950460	-2.2261095189
591195971	-2.1052106917
606978237	-1.8893830404
711061865	-2.1065271998
276439635	-1.9933265855
219020997	-1.0553611102
306803878	-1.8852669619
466747850	-2.0439121671
954435596	-2.0550171187
570307177	-1.976703976
911505570	-2.3558504459000003
819975448	-2.1925611892
826769379	-1.6423088751
808495778	-2.350745656
743820566	-2.1243507639
925829337	-1.8773408513
258806696	-2.0948968063
820857431	-2.0750002801
364629734	-2.6180468359
415590733	-1.9816731181
637464230	-2.2459922106
561459403	-2.0112787971
484577045	-2.1520684654
747815311	-1.9425722692
453892023	-2.2017086736
512551364	-1.7924097659
415548882	-2.3669926669
862704324	0.5225303771
750862347	-2.4153529113
789160683	-2.0423138216
701315492	-1.9065411213
435754425	-2.067961594
738728399	-2.1455655454
676257409	-2.0452383746
610435457	-1.9805722205
761765000	-2.0123777929
638849241	-2.1910376032
723143103	-2.178419855
398896858	-2.6221984752000003
362049126	-2.2430987475
528694415	-2.412949573
308259059	-2.040520296
949427541	-1.2901015882
881968638	-2.1440495587
324683728	-2.308127519
494916948	-2.050971343
820423579	-2.1731049195
184606685	-2.4084792453
136429959	-2.1910899756
406611470	-2.1472867242
279803979	-2.0619739225
169790220	-2.1303847013
926413823	-2.0718850743
943561021	-2.2792257347
610986601	-2.2793855347
134102036	-2.9562873167
747432869	-2.1362024863
618039102	-1.5643997258000002
252837537	-2.6748435421
944719929	-2.1991273723
263768266	-2.111500803
329496008	-2.2729907436000003
749663749	-2.1792905928
464221054	-2.0555103791
458688895	-2.1675670427
969572096	-2.2577490108
753776130	-2.1307281267
547698665	-2.5265751338
727762820	-2.2385851258
984451309	-2.24666187
315535680	-2.2588292445
722510521	-2.0087278867
496578851	-2.3456971252
439929502	-2.3143750058
276586884	-2.1581724467
220265084	-2.6879470025
475934283	-2.2934813757
745955052	-2.2100723772
690392912	-2.1899589144
504976142	-2.2212072407
699503362	-2.3134381403
416183537	-2.0012638712
859441918	-2.3865009
249620534	-2.2244457918
510663128	-2.1604718659
883664443	-2.1925860364
385919422	-2.6993635863
948527617	-2.2396237358
943455299	-2.3316729189
444093687	-2.4061778726
716865391	-2.4065360765
638740860	-2.4166041571
134916603	-2.9252846689
340731049	-2.3071228572
748572755	-1.8668457003
620323185	-2.4707735629
538878945	-2.8083913688
292504198	-2.2559578736000003
608579799	-2.2628407967
794767544	-2.3542209788
734744305	-2.522680786
926776369	-2.3347829023
276949807	-2.4532973596
587693640	-2.35661526
440337723	-2.4907790333
195767122	-2.5257397803
913547856	-2.8923562141000003
101947996	-2.5769433589
146155506	-2.3914008137
104680680	-2.4244542069
239547991	-2.3364163689
444269633	-2.4173816076
425886573	-2.4205583952
509427928	-2.4461379538
665306811	0.2641880223
680436041	-2.8821848864
192855771	-2.3395421013
702432307	-2.702803349
142199762	-2.5067117536000003
847037650	-2.4912242204
756854707	-2.7929479843
368032987	-2.5159153811
475466136	-2.4478585415
588698039	-2.7667755992000003
488306756	-2.8121429703
656979137	-2.8121429703
653947628	-2.7346414392
349710845	-2.5175442498
552099109	-2.4747186153
839673657	-2.5104223592
841858811	-2.4896905423
917763041	-2.4863755076
643016535	-2.3379408202
502433265	-2.6757824138
221551404	-2.5359872782
809763769	-2.6625890537
269271165	-2.5502978569
625877673	-2.5639664909
979465755	-2.6735257097
654335990	-2.568561457
750555959	-2.6988459025
815522256	-2.5149437885
552784091	-2.7015911491000004
565243084	-2.2331509446
555087258	-2.9059550684
286622952	-2.5443674546
989407934	-3.1851035311
952863541	-2.5570799155
375298780	-2.6373771386
363264662	-2.4493202347
841171440	-2.7387726333
310336755	-2.6600258381
602681766	-2.9677471262
360400020	-2.8786010762
165799354	-2.9089794399
572440363	-2.7474051676
293762409	-2.5825419737
995718931	-2.6477435098
151072878	-2.8833112394
875861733	-3.2642643745
711549613	-3.5397404208
133900107	-3.1729559438
902886949	-2.9611061362
892187348	-2.9612739311
946803618	-2.6780811331
611614935	-2.5909258566
251316607	-2.7477385243
327841153	-2.7678536958
240204328	-2.7673615716000004
197219541	-3.0523304042
614868922	-2.8068769998
381553287	-3.0887236136
244018712	-3.1249455224
548251882	-3.0041810563
139591543	-2.8302608531
663759315	-2.9085159963
429985274	-2.6135564252
552374509	-3.3750249603
313291662	-3.0263435366
242425497	-3.0453554133
110286477	-2.9170001587
100905550	-2.9689885527
457297828	-3.0006167172
544460056	-3.1280341619
215896195	-3.1599219868
941086520	-2.9898040042000003
244521693	-2.7104664382
277199647	-3.1128936428
866989052	-3.0668187599000003
166115404	-2.9490262679000003
182458754	-2.6756730859
744012860	-3.1148651615
683728296	-2.8690757364
221301135	-3.2640078237
362135333	-3.3623020198
884964999	-3.8255874528
876766162	-3.1963980912
616496294	-3.0799294807
705241263	-3.2596343038
273573308	-3.2102979357
612017212	-3.2913006621
864385362	-3.4150433898
158669064	-3.1719091991000004
328527445	-3.13627918
974832324	-4.0857316668
116895783	-3.1520232011
951215593	-3.2679824907
275261119	-3.499700952
816837814	-3.1114780979
812602893	-3.2710471955
634558269	-3.526033775
756772776	-3.1023856768
251959754	-3.0798864018
755775428	-3.4375252922
584639723	-3.022952972
542802200	-3.2614644911000004
540374041	-3.5118956043000003
877471009	-3.411619706
659489358	-3.5835100427
888941438	-3.6312456144
292466126	-2.9373448418
790215175	-3.5747994393
278559971	-3.5342474855000003
513551153	-3.9942741056
566814990	-2.6916066775
704764140	-3.6433442829
677739537	0.5931295033
319519673	-3.5843334863
690849388	-3.3672139557
830339447	-3.5808418514
859527245	0.4432827885
323316951	0.0508613621999999
795504026	-3.2959363681
367754097	-1.1786398993
232953018	-3.7450548094
503156095	-3.5976237668
538716439	-3.6597017052
729052458	-3.8425967597
649855597	-2.2540402576
303599449	-3.9885639112
317464017	-3.786028703399999
397891994	0.5104628122
341725486	-3.9963835519
399728493	-0.7059803773000001
279862808	-3.6731547352
485798823	-4.0572475801
312155851	-3.9542229462
172574503	-4.0694912575
746199430	-4.1007061575
416467562	-0.0195157831
724275524	-4.0459673488
557185904	-2.4750431492
982143271	-4.0023686333
575862805	-4.3499005787
910684739	-3.6218288656
733735241	-3.8202211698
168277476	-4.0051761335
218633496	-3.770339988
567910855	-4.1161961212
543422752	-4.0243009096
805662220	-4.672731896
951259222	0.3840315922999999
103037121	-4.5011269518
288211940	-4.0624492536000005
825691779	-4.387910768899999
760738645	-3.7802652447
148055390	-4.1506087086
932234915	-4.1840665057
463110161	-4.2367225564
791068343	-4.2868907228
572343211	-4.2167463336
770880436	-4.366128471100001
910542687	-2.9899599684
871445017	-4.6282058436
519303527	-4.4653328209
556242393	-3.9441703352
783052957	-4.4346903729000005
792933299	-4.3823578934
653325635	-1.2121028981
114441647	-4.8359730654
815398648	-4.5144193944
867730068	-4.7086538251
895787727	-2.0572883439
725292808	-4.772922847
587878039	-4.7610719313
426048882	-4.838817118500001
954102328	-4.5005872378
334155145	-5.028666922799999
638605500	-4.9798745042000006
955834232	-4.8638916314
409767029	-5.0700925015
697793982	-4.5191656494
979912725	-5.0311421132
536475675	-5.1235829068
271418009	-5.2397354439
821676151	-5.1824053879
472597219	-5.363817292
231958432	-5.7065739478
323578333	-5.2539851522
559671144	-5.4987140306
605205006	-5.4746775177
424391893	-4.921453892
528946484	-6.0735348087
177338521	-4.894774805
350874864	-5.535398327699999
413851119	-5.6579029620000005
661321404	-5.7475958635
986998355	-5.3051166643
254629878	-6.3076085303
292129476	-6.295424349
747608556	-6.405660228
429534169	-6.1077931611
189472024	-6.2405235691
833207609	-6.6187193264
755072274	-6.852054029800001
103320675	-6.9291741838
452352282	-7.2738841077
459103181	-7.763261261599999
974132761	-7.6154082599
977034496	-9.129966133
802856598	0.7217551526
352180494	-1.698832456
667616458	0.41483097
745705383	0.9744271172
456185035	-1.5849835397999998
149776915	0.5826413073
568361865	0.7906283690000001
657333987	0.5951972853999999
645593671	0.3926664196
788445672	0.2227653537
297289538	0.4596030518
314277915	0.053341445
321430018	-1.3471955313
129585877	0.0168879621
652582163	0.3126582838
595100046	-0.905288847
227303949	0.3170701984
463747681	0.4295256052
650282877	1.5277010030000002
244773714	0.0810654195
317237565	0.3719654625999999
595970257	-1.8168417251
620136843	0.8325704879000001
725554588	-0.6536630282
919805420	-0.3762292432999999
193280172	-0.0407296334
595685506	-0.0975222259999999
105167619	1.3070323786
252566282	-1.3456118943000002
768987423	0.3887739198
656306173	-0.9602557176
115267552	-0.0332510813
628794214	0.1864485079
754170397	0.0273419683
568130103	-1.5461258216999998
389135901	0.7066663199
288065825	0.9386229258
726797097	0.7793742068
645100139	0.7116903978
768488513	0.927470714
803704089	0.7820188759000001
883037781	1.4942803838999998
625328304	0.6793511375
988730805	-0.079806903
394975152	-0.1144208137
186467072	-0.308924931
553149447	-0.072529286
379845141	-2.5083839395
337190917	-2.4263930478
234661647	0.4554354087
507833207	-2.4221431699
953409229	-2.7708536118
447823952	-2.7221977641
112799479	-3.2789428853
995447393	-4.5143091680000005
741955058	-4.5633510279000005
637293470	-3.3292897203
116269472	-5.1432191168
203876424	-5.5532102962
776549288	-6.1610484037
973051459	0.9015785325
371845016	0.3990871293999999
597839950	0.8890064826
347013315	0.9537303441
881884210	-1.495423095
614030256	0.5055163708
340447395	0.6746872011
963728499	0.6709250275
362235572	0.7919653131000001
778390047	0.2012984367
819675649	0.5746150304
635786944	0.4036921179
602387690	-1.0000005869
971585183	0.5846760173
200912658	0.8846472262999999
894289858	-0.8385771725
231370767	0.3618761934
382317414	0.4251118411999999
646073259	0.2109933627
782075303	0.754917543
243727892	0.5774207675
747208577	0.6515307225
709458304	-2.6924708965
510245293	0.4764657364
716639729	1.1245149893000002
401517311	0.6335459397
223878866	-0.2552865172
586247020	0.0729096485
261421432	0.3944261529
769587610	0.1642130702
733518458	0.6534905512
738594695	-0.5892058636
841477556	0.4173208759
598212476	0.4373479501
289643395	0.3386928662
760136469	0.5714408419
626128211	0.3327787326
571287119	0.316191362
611271358	0.2964249182
378325061	0.1773743212
945885379	0.1096259345
388170494	0.3329637961
115394248	0.716422901
769908523	-0.3225773366
758670571	0.1572981869
270420859	0.7150841112
844811103	0.6032053211
606854773	-1.2096462437
452521177	0.4781562172999999
535012680	0.2872063056
433522756	-1.0232212865
996976337	-0.011381165
172423359	0.142087324
483237596	-0.5105575438000001
676731444	-0.5694985454
320928805	0.10896299
523953331	0.1029880533
817012759	-0.0920128034
546836422	0.7757804054999999
973499392	0.5960163257
590899351	0.257987497
210430441	-1.6475578342
628746902	-0.1215920041
781044567	-0.5467680909
191796027	-0.7796166704
878228232	-1.0605299646
263421586	0.9642581623
356696451	0.1906881396
541803237	-0.1112894041
720007794	-0.4545358261
215178575	1.1774501829
337117376	1.1750718055
725526762	1.0599918174
515418796	-0.3778369537
535653162	-0.2018762227
284960674	-0.7667514499
792907883	-0.5325397259
802957996	-0.1977113735
445717052	-0.8216489824
891603779	-0.4691061177
919217578	-0.1451393328
942049942	0.5063442706
826331049	0.4889459304999999
959792580	0.9487769325
833539436	0.5414259625
346381927	0.9289333763
674385017	0.5339097655
931869095	0.4218033311999999
162572240	0.9906298514
431209978	0.7173642943999999
128017475	0.8350942171
604130045	-2.1113969493
375158498	0.8921966739
174833421	0.8470942954
448822566	0.9423643206
706236363	0.8291459354999999
909457413	0.9463070612
699629042	0.8855791863
412760693	1.0856251051
766590812	0.6101059749000001
627630230	0.9823282162
909934631	0.6530976581
919789838	0.7490240663
507213639	0.9386380084
892678529	0.8147327303
509180577	0.8352249534999999
138752454	0.8791925338
154330259	0.7794395395
183819279	0.57976692
417335921	0.4108359647999999
321507706	1.0404339534
917414753	1.0856251051
687975407	0.9952273665
931329383	0.9277942328
270672994	0.8888753261
589479221	0.6492617384
412853829	0.9601894459
749518996	0.8888753261
408251043	0.8854190372
325446950	1.2286477338
782460721	0.96197626
352013265	0.2768038328
444261818	0.8378838589000001
519708556	0.7737662420999999
568663989	0.8241636018
105394968	0.3169727848
423457759	0.7347292364
854730605	0.4414438192
446940065	0.7322652276999999
538120344	0.1715437669999999
391641246	0.3165863989999999
853352151	0.6303241084000001
670750848	0.7665063868
360795735	1.0546594571
