compound_id	SMILES
376725833	[Na+].Cc1cc(ccc1N\N=C2\C(=O)C=Cc3ccccc23)[S]([O-])(=O)=O
178830514	[Na+].[Na+].CC(=O)Nc1cc(cc2C=C(\C(=N/Nc3ccccc3)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O
731296080	CN(C)C1CCCCC1
440289458	[Li+].[Li+].[O-]C([O-])=O
973514019	[Na+].[Na+].CC(=O)Nc1ccc2C=C(\C(=N/Nc3ccc(cc3)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c2c1)[S]([O-])(=O)=O
316431846	[Na+].CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O
427394760	NCCCCCCNC(O)=O
636132751	[Li].O[S](=O)(=O)C(F)(F)F
665950503	NC(N)=N.O[N+]([O-])=O
732729218	CCOCCOCCOC(=O)C=C
408486563	N#CCCC#N
522902625	[Na+].[Na+].Cc1cc(ccc1NNC2=C(C=C3C=CC(=O)C=C3C2=O)[S]([O-])(=O)=O)C4(CCCCC4)c5ccc(NNC6=C(C=C7C=CC(=O)C=C7C6=O)[S]([O-])(=O)=O)c(C)c5
730164303	O[S](=O)(=O)c1ccccc1
217112847	Cc1cccc(c1C)[S](O)(=O)=O
348298639	[Na+].Nc1cc(cc2cc(cc(O)c12)[S]([O-])(=O)=O)[S](O)(=O)=O
636103390	OC(=O)C(O)=O
149809986	[K].OC(=O)C(O)=O.OC(=O)C(O)=O
551150754	[Li+].[O-][N+]([O-])=O
892209363	CCCCNCCO
238037881	CNCCO
674475538	NCCO
810755558	CN(C)C=O
390727754	[OH-].[Cr+3].[O-][S]([O-])(=O)=O
384164476	[Na+].S
594363794	[Na+].CCN(CC)[S](=O)(=O)c1ccc(OC)c(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c1
720488345	CCOC(=O)N(CC)c1ccccc1
737648177	Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2
512241189	OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O
724900404	Cc1c(N)cccc1Cl
664425966	CC(=O)OCCc1ccccc1
662456983	OC(=O)CCCCC1CCSS1
795130642	Cc1ccccc1OCC2CO2
507474355	CCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCC[N+](C)(C)C.[O-]C(=O)C([O-])=O
517640352	[Na+].O[S](=O)(=O)CCN1CCN(CC1)CC[S]([O-])(=O)=O
538875429	Clc1ccc2N(C3CC[NH2+]CC3)C(=O)Nc2c1
590562590	CC(CC=O)CC(C)(C)C
510939081	Clc1ccccc1Cl
638674500	COc1ccc(\C=C\C)cc1
510706686	[Cl-].[Cl-].[Cl-].[Cr+3]
793422416	NC1=Nc2[nH]cc(CCc3ccc(cc3)C(O)=O)c2C(=O)N1
525138575	C.[Mo].[Mo]
492714047	[Na+].CCCCCCCCCCCCCCCC(=O)N1[C@@H](CCC1=O)C([O-])=O
596946112	CCOC(=O)N(c1ccccc1)c2ccccc2
307762547	[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
354164187	Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
305526804	Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O
101362281	CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
284559030	[Ca++].[O-][Sn]([O-])=O
951303319	CCCCCCCCCCCCCCC/C=C/CC(CC(O)=O)C(O)=O
163407366	CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc2scc(n2)c3ccccc3
248945432	CC(C)OCCOC(C)=O
159384320	[NH4+].[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Rh+3]
927021816	CC(CC(O)=O)CC(C)(C)C(O)=O
724100350	OC(=O)c1cc(ccc1O)[S](O)(=O)=O
112566704	N[S](O)(=O)=O.C1COCCN1
791184885	[F-].[K+]
131434738	OCCN1CCNC1=O
892368080	Nc1ccc(OCCO)c(N)c1
436107420	CC(=C)C(O)=O
890876632	CC(=C)C(=O)OC(=O)C(C)=C
819863798	CC[N+](CC)(CC)CC.[O-]C(=O)c1ccccc1
869695105	[Na+].[O-]C#N
479534793	[Na+].OC([O-])=O
746116885	OCCNCCO
551788800	C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
801316684	[Na+].CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O
549563040	[Na+].[Br-]
320783016	COCCOCCOC
411720785	C/C=C/C(O)=O
656127518	[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
435512919	[Zn++].[O-]C(=O)C1CCC(=O)N1.[O-]C(=O)C2CCC(=O)N2
404884149	[Ca++].O[P](O)([O-])=O.O[P](O)([O-])=O
777012257	[K+].CN(C)CC([O-])=O
628086738	[K+].OC([O-])=O
462892270	CC(=C)CCO
338471811	[Na+].CCC(C)c1cc(cc(n2nc3ccccc3n2)c1O)[S]([O-])(=O)=O
917534498	Cc1ccc(N)cc1
211271985	[Na+].[Na+].Cc1ccc(cc1[S]([O-])(=O)=O)[S](=O)(=O)c2cc(NC(=O)C(Br)=C)ccc2N=Nc3c(N)ccc4cc(ccc34)[S]([O-])(=O)=O
644325720	CCOc1ccccc1O
905345990	CCC1(COCOC1)COC(=O)C=C
485789605	COc1cc(C=O)ccc1O
254912249	BrCBr
959775628	[Na+].[Na+].[O-][Se]([O-])=O
533423141	[Na+].[Cl-].[O-]C(=O)c1ccc[n+](Cc2ccccc2)c1
264502351	CC(C)(N)C#C
774017217	[Na+].[O-][V](=O)=O
151955194	[Na+].[Na+].CCN1C(=O)C(=N/Nc2cc(Nc3nc(F)nc(Nc4cc(ccc4Cl)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)\C(=C(C(N)=O)C1=O)C
724585222	CC(O)CNCC(C)O
329117903	C1N2CN3CN1CN(C2)C3
552509276	O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3]
191809027	CCC1CO1
877635068	[Al+3].[O-]C=O.[O-]C=O.[O-]C=O
907852885	O=C1CCCCC1
452316076	[NH4+].[NH4+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
326401437	[Cl-].C[N+](C)(C)CC(O)CCl
286299694	CC(C)(CO)CO
303984375	CCOC(C)=O
868582083	[Cl].[Cl].[Rh].[Rh].C\1C\C=C/CC\C=C1.C\2C\C=C/CC\C=C2
968084034	[K+].OC(=O)c1ccccc1C([O-])=O
130577692	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O
543711868	[Na+].[O-]C(=O)CCl
979146425	O=C1CCCCCN1
477405227	[Na+].[O-]N=O
877439966	[Na+].Cc1ccc(cc1)[S]([O-])(=O)=O
160720733	COc1ccc([NH2+]CCO)cc1[NH3+].[O-][S]([O-])(=O)=O
337461428	C=CCNCC=C
844731807	CO[P](=O)(CCC(=O)NCO)OC
622502425	OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1
695804153	N#CCCCCC#N
485701183	CC(=O)CC(=O)Nc1ccccc1
463127732	CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3
941152750	COc1ccc(cc1)N(C)N=CC2=[N+](C)c3ccccc3C2(C)C.CO[S]([O-])(=O)=O
675442168	CCCCC(CC)(CO)CO
409010961	CI
857323133	CC\C=C(/C)C=O
567410870	O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12
113188365	CCCCOC(=O)CCC(C)=O
977324830	CC1CCC2C(C1)C(=O)OC2=O
341218967	[Ca++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
653622322	Cc1cccc(C)c1N
107045476	COC(=O)C1CCC(CC1)C(=O)OC
352512917	[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O
443859271	NC(=O)c1ccc(N)cc1
929561612	CN1C(=O)N(C)c2nc[nH]c2C1=O
940408945	CC(CC#N)CC(C)(C)C#N.CC(CC(C)(C)CC#N)C#N
698174413	CN(C)Cc1ccccc1
840764406	ClC(Cl)Cl
295825159	[NH4+].[Br-]
953570025	C=CC(=O)OCC1CCCO1
522403380	[K+].CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O
977519390	CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO
662843546	[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O
880160776	COC(=O)\C=C/C(=O)OC
163638631	Cc1cc(O)ccc1O
946746492	CNC(=O)NC
562729568	[NH4+].[NH4+].[NH4+].[NH4+].[O-][Mo]([O-])(=O)=O.[O-][Mo]([O-])(=O)=O
609386324	[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O
983570641	[Cu++].CC([O-])=O.CC([O-])=O
748457289	[H+].[Cl-].CN(C)C
146396216	CNC.OC(=O)COc1ccc(Cl)cc1Cl
710649276	COCCC(=O)OC
233340790	[K+].[O-]C#N
761867289	OCCCCOC=C
732936001	[K+].[O-]P=O
309824248	O.[Na+].[O-]P=O
858830051	CCCCOCC1CO1.CC(C)N.FB(F)F
588443508	[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4
706016107	[Na+].[O-][S](=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2
403072871	CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.[O-][S]([O-])(=O)=O
256064242	[Na+].[Na+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
381221266	[Na+].CC1=NN(C(=O)C1N=Nc2ccc(C)c(c2)[S](=O)(=O)Nc3ccccc3)c4ccc(cc4)[S]([O-])(=O)=O
733732950	OC(=O)C=C
587590017	CN
412041634	[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
142957186	C=CC(=O)OC1C=CC2C3CCC(C3)C12
863065813	[Na+].[O-][S](=O)(=O)CC=C
212614155	[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O
527093981	COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O.CC([O-])=O
854073653	[Na+].OCCN1CCN(CC1)CC[S]([O-])(=O)=O
594071611	NC(=O)[C@@H]1CCC[NH2+]1
992651730	[nH]1cncn1
630029579	[H+].[Br-]
489824363	[Na+].[O-]C=O
932569811	Oc1ccc(O)cc1
885971587	NC(CC(O)=O)C(O)=O
403853907	[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
353943808	[V]
527933405	Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1
862872661	[Cl-].Cn1c2ccccc2c(C=CC3=[N+](C)c4ccccc4C3(C)C)c1c5ccccc5
911084211	C1COC=CC1
568395099	CCCCCCC(O)CO
978022560	CCN(C(C)C)C(C)C
478703102	[Na].Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O
811769558	CC(C)OC(=O)C(F)(F)F
313147363	[Na+].[Na+].CN=C1C=CC2=CC(=CC(=O)C2=C1NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O
260398714	[Na+].CCOc1ccc(C)cc1N=Nc2ccc(N=Nc3cccc(c3)[S]([O-])(=O)=O)c4ccccc24
952944005	OC(=O)\C=C\C(O)=O
486560139	CC(O)CN(CC(C)O)c1ccc(C)cc1
209419589	CCO[S](=O)(=O)OCC
608396874	[Na+].CN(Cc1ccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc1)[S](=O)(=O)c5ccc(C)cc5
318615968	[K+].[O-]C(=O)C(F)(F)F
445279910	[Na+].[Na+].[O-][P]([O-])(F)=O
300231466	OC=O
501554239	[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O
880006551	CCCCCCCCCCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O
866404602	[K+].[Br-]
962634408	Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O
592573247	[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O
242767679	O[C@@H](C(O)=O)c1ccccc1Cl
774590879	[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(C=CC(=O)/C2=N/Nc3ccc(N=Nc4ccc(Nc5ccccc5)c(c4)[S]([O-])(=O)=O)c6ccccc36)c1
917072402	[I-].[Cs+]
448045480	[Cl-].CN1C[NH+](C=C)C=C1
424881669	[Cl-].N[C@@H](CS)C(O)=O.[H+]
962118000	[Ru+3].[Ru+3].[Ru+3].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O
706522844	CCCCO
226901711	[Na+].[Na+].[O-][Mo]([O-])(=O)=O
866699624	[Cl].[Fe].[O-][S]([O-])(=O)=O
720332522	[Cl-].[Cl-].[Cl-].[Fe+3]
318588498	[Fe++].[O-][S]([O-])(=O)=O
336197322	[Na+].COc1ccc(cc1)N=Nc2ccc(cc2OC)N=Nc3cccc(c3)[S]([O-])(=O)=O
619457433	[Na+].[O-]N1C=CC=CC1=S
629022148	[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
781805745	[Cl-].[Cl-].[Ni++]
545787218	[Na+].Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)CCl
442929777	CC(C)=CCO
298925014	[Ca++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O
886298414	NCCCCCCN
120329485	[Na+].OC[S]([O-])=O
740899093	[nH]1ccnc1
403855696	[Na+].N[C@@H](CC(O)=O)C([O-])=O
425115638	[Mn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
652280670	CCC(C)(C)OO
519700336	NCCc1ccccc1
919648817	CC1(C)CC(O)CC(C)(C)N1[O]
103702835	[Na+].Cc1cccc2n[n-]nc12
528504206	O=C1CCC(=O)O1
862971294	[Ca++].CCC([O-])=O.CCC([O-])=O
817769738	OCC(CO)(CO)CO
638242005	CC(C)C(=O)OC(=O)C(C)C
505183748	[Na+].[O-]C(=O)[C@@H]1CCC(=O)N1
750153142	[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O
439897147	[Na+].[Na+].[O-][P](=O)=O
681413844	CC1(C)C(O)C(C)(C)C1O
693374306	[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
519996457	OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12
327449891	CC(O)=O
408590706	OC(=O)CCC(=O)C(O)=O
482449848	[Na+].[Na+].[O-][S](=O)(=O)CCCSSCCC[S]([O-])(=O)=O
650784894	CC(=C)C=O
600416141	CC(C)C=O
986058234	CC(C)O[P](S)(=S)OC(C)C
840096267	CNC(=O)C(C)(C(C)C)C(C)C
486216884	ClC(Cl)=O
360984173	OC(=O)CC1(CCCCC1)CC(O)=O
949685314	[Sr]
655584149	NC(=O)CC[C@H](NC(=O)C[NH3+])C([O-])=O
870219601	[Li].[Na].[K].CC(C)(C)c1ccc(cc1)[S](=O)(=O)Nc2ccc3cc(ccc3c2)[S](=O)(=O)c4cc5N=C6C(=C7Oc8c(ccc(N)c8[S](O)(=O)=O)N=C7C(=C6Oc5c(c4N)[S](O)(=O)=O)Cl)Cl
745034618	CCSC
472571230	O=Cc1ccccc1
567127678	CCC(C)(OO)OOC(C)(CC)OO
311004093	CN[C@@H](C)[C@@H](O)c1ccccc1
659361499	CCOC(=O)C(C)C
579061077	S=[Sr]
516212028	O=C1OC(=O)c2ccccc12
180763619	Cl\C=C\Cl
358476275	c1ccc2ncccc2c1
839935708	CC(=O)c1ccccc1.CC(C)(O)c2ccccc2.Oc3ccccc3
584377954	[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1[S]([O-])(=O)=O)c4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O
420293211	CCN1CCCCC1
791849418	Cc1ccc(N)c(c1)[S](O)(=O)=O
616709000	OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3.C4CN=C(N4)c5ccccc5
674644939	O=C1NCCN1
630079953	[O--].[O--].[O--].[Fe+3].[Fe+3]
987699099	[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O
677753497	[Cl-].[Cl-].[Co++]
804030372	[K+].O[P](O)(O)=O
176930446	[K+].CCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O
474730844	CC(=O)OCC(COC(C)=O)OC(C)=O
872903508	CC1(C)CO1
948562632	CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
740963883	OC(=O)CC(O)(CC(O)=O)C(O)=O
926133731	Nc1[nH]ncn1
722264584	OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O
551782839	[Na+].OC(=O)CC(O)(CC(O)=O)C([O-])=O
513468659	[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(NC(=O)C(Br)=C)cc4[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O
361772910	[Na+].[Na+].NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCC(N)=O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
902711612	OC1COC(O)C(O)C1O
230410356	CC(C)(CO)C(O)C(=O)NCCCO
572277664	OC(C(O)C(O)=O)C(O)=O
406117459	O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O
830116763	[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O
424116959	COC(=O)CC(C(C)=O)C(=O)OC
151538356	N.N.N.N.[Pd++].OC([O-])=O.OC([O-])=O
547106610	C(CCOCC1CO1)COCC2CO2
790657104	[Cl-].[Cl-].[Pd++]
687022043	[Na+].[SH-]
195655402	NCCC(O)=O
860461692	[H+].[H+].[Cl-].[Cl-].CNc1nc(OC)ccc1N
405466222	CCC(C)NCCO
486532815	OC(=O)CC(O)(CC(O)=O)C(O)=O.C1CNCCN1
909465626	[Na+].[Na+].[O-][S](=O)O[S]([O-])=O
757227301	CN=C(NCC1CCOC1)N[N+]([O-])=O
897819800	CCOCCC(=O)OCC
551870904	CNC1CCCCC1
965154216	COC(=O)CC#N
121425830	[Na+].OCC[S]([O-])(=O)=O
627302291	CC[N+](CC)(CC)CC.[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
213486124	[Na+].[Na+].CCCCCCCC/C=C/CCCCCCCCOC(=O)C(CC([O-])=O)[S]([O-])(=O)=O
905606548	CCOC(=O)CC#N
436252479	[Na+].[Na+].COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O
698900885	[Na+].[Na+].OC(=O)C(O)(CC([O-])=O)CC([O-])=O
458227396	CC(CCC#N)C#N
304309724	CCCCOCC(C)O
354461301	O=C1OC=CO1
706086290	[Na+].CCC(C)OC(S)=S
103283012	CC(O)c1cc(N)ccc1N.[O-][S]([O-])(=O)=O
453040272	Cc1ncoc1C#N
467440206	[Cd++].O[N+]([O-])=O.O[N+]([O-])=O
724503867	[Na+].CCOC([S-])=S
836185016	[Cl-].[Cl-].[NH3+]CCCCCCCC[NH3+]
973741612	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1
981776547	OCCCCCCO
728450599	CN(C)CCOC(=O)C(C)=C
655702014	[Na+].[Na+].OC(C(O)C([O-])=O)C([O-])=O
628686318	CCO[P](=O)(OCC)OCC
232816445	OC(=O)C1CCC(=O)N1
960236576	CCCC=O
149646915	C1CCSC1
625829822	CC(=O)Oc1ccccc1
431296587	CCCl
587430177	Clc1cc(Cl)ncn1
209964508	[Na+].[Na+].[Na+].CC(=O)C(N=Nc1ccc(cc1)N=Nc2c(N)c3c(cc2[S]([O-])(=O)=O)C=C(\C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C3=O)[S]([O-])(=O)=O)C(=O)Nc6ccccc6
238783257	Cc1ccc(N)c(C)c1
850506051	Nc1ccccc1Cl
688364258	N[P](N)(=O)Oc1ccccc1
238896264	[Na+].CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12
128378457	CC(CN)CCCN
119061531	CN1C(=CC(=O)N(C)C1=O)N
139828478	C/C=C/CCC1CCCC(=O)O1
679676793	[K+].F[B-](F)(F)F
162337437	CCCOC(=O)C(/O)=C/Oc1ccccc1
672362201	NC1=CC(=O)N=C(N)N1
734932476	Cc1ccc(N)c(Cl)c1O
304331853	[N-]=[N+]=C1C(=O)NC(=O)NC1=O
957598218	CC(COCC(C)OC(=O)C=C)OC(=O)C=C
959104400	OC(=O)c1ccncc1
919780175	OC1CSC(O)CS1
598543562	CC(=O)CCCCCl
607633484	CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O
861521889	Cc1ccccc1[S](N)(=O)=O
473652608	CC1CC(NC(N)=O)NC(=O)N1
829012382	Cc1cc(N)ccc1N.O[S](O)(=O)=O
913491153	Nc1cccc(c1)C(F)(F)F
488782784	NC1CCC(CC1)CC2CCC(N)CC2
495680835	COc1ccc(OC)c(NC(C)=O)c1
629342459	[K+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O
355824030	[NH4+].O.NC([O-])=O
694231573	[Na+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O
343058714	CO[S]([O-])(=O)=O.C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C
433158239	O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[O-]B(OB=O)OB([O-])OB=O
318954250	Nc1ncccc1O
389864517	C=CN1CCCCCC1=O
274968737	CC(=O)OC\C=C(/C)C=O
660658980	OB(O)O
843432942	[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-]
159582848	[K].OB(O)O
959254503	CCC(CO)(CO)C(O)=O
116701495	[Pb++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
606753515	[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
492504941	[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
867919370	[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O
956465140	CC(C)CC(O)=O
667367939	[Li+].[Li+].[Li+].O.O.O.O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
573673255	CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O
644229837	OCCN(CCO)c1ccccc1
366502425	CCOC(=O)OC
440769515	[Mg++].[Cl-].[Cl-]
102530171	NCCCCCCN.OC(=O)CCCCC(O)=O
327024686	[O-][S]([O-])(=O)=O.O=[V++]
379710087	[Li+].O.O.O.[O-][Cl](=O)(=O)=O
674551680	[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
593988792	[Cl-].CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C
271313550	CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C.CO[S]([O-])(=O)=O
840500023	CCCCOC(=O)CO
136005044	COC(=O)CCl
690528206	[Cl-].[Cl-].[Cd++]
866123233	[Na+].[O-][S](=O)(=O)CCBr
929320430	Oc1ccccc1O
113660981	CCN(O)CC
349698236	NC(N)=N.NC(N)=N.OC(O)=O
529441024	[Li+].CC([O-])=O
851174798	CC(=C)C(=O)OCCOC(=O)CCC(O)=O
403590654	[Cl-].CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O.[H+]
894495804	CCC(C)C(O)=O
550690882	[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
504843619	[Zn++].[Br-].[Br-]
428682055	[Na+].[Na+].[Na+].[Na+].[Na+].[Cr+3].Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(ccc4[O-])[N+]([O-])=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1.Nc5nc(Cl)nc(Nc6cc(cc7cc(c(N=Nc8cc(ccc8[O-])[N+]([O-])=O)c([O-])c67)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n5
803256327	[Na+].Cc1ccc(OCCC[S]([O-])(=O)=O)c(c1)[N+]([O-])=O
872304528	Cl.Cl.CCCCC1=NC2(CCCC2)C(=O)N1.CCCCC3=NC(=O)C4(CCCC4)N3
518198466	[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2
654548413	[Cl-].[Cl-].[Zn++]
229813573	CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
812663014	CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.CC([O-])=O
299520946	CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O
611599162	[Na].OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O
385367923	N.N.O[C@H]([C@@H](O)C(O)=O)C(O)=O
713453263	Cc1ncc(CN)c(N)n1
576491624	[Mn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
486337869	CN(C)CCCNCCCN(C)C
